Transaction_ID,Fraud_Flag,Risk_Score,Risk_Level,Fraud_Type
TXN10000692,No,36,Medium,No Fraud
TXN10000693,No,63,High,No Fraud
TXN10000694,No,76,High,No Fraud
TXN10000695,No,31,Medium,No Fraud
TXN10000696,No,50,Medium,No Fraud
TXN10000697,No,33,Medium,No Fraud
TXN10000698,No,31,Medium,No Fraud
TXN10000699,No,78,High,No Fraud
TXN10000700,No,68,High,No Fraud
TXN10000701,No,10,Low,No Fraud
TXN10000702,No,17,Low,No Fraud
TXN10000703,No,12,Low,No Fraud
TXN10000704,No,72,High,No Fraud
TXN10000705,No,39,Medium,No Fraud
TXN10000706,No,66,High,No Fraud
TXN10000707,No,55,Medium,No Fraud
TXN10000708,No,49,Medium,No Fraud
TXN10000709,No,17,Low,No Fraud
TXN10000710,No,31,Medium,No Fraud
TXN10000711,No,67,High,No Fraud
TXN10000712,No,22,Low,No Fraud
TXN10000713,No,49,Medium,No Fraud
TXN10000714,No,59,Medium,No Fraud
TXN10000715,No,55,Medium,No Fraud
TXN10000716,No,74,High,No Fraud
TXN10000717,No,16,Low,No Fraud
TXN10000718,No,37,Medium,No Fraud
TXN10000719,No,44,Medium,No Fraud
TXN10000720,No,72,High,No Fraud
TXN10000721,No,62,High,No Fraud
TXN10000722,No,69,High,No Fraud
TXN10000723,No,13,Low,No Fraud
TXN10000724,No,79,High,No Fraud
TXN10000725,No,47,Medium,No Fraud
TXN10000726,No,35,Medium,No Fraud
TXN10000727,No,33,Medium,No Fraud
TXN10000728,No,31,Medium,No Fraud
TXN10000729,No,76,High,No Fraud
TXN10000730,No,69,High,No Fraud
TXN10000731,No,34,Medium,No Fraud
TXN10000732,No,1,Low,No Fraud
TXN10000733,No,24,Low,No Fraud
TXN10000734,No,8,Low,No Fraud
TXN10000735,No,5,Low,No Fraud
TXN10000736,No,61,High,No Fraud
TXN10000737,No,76,High,No Fraud
TXN10000738,Yes,74,High,Account Takeover
TXN10000739,No,5,Low,No Fraud
TXN10000740,No,73,High,No Fraud
TXN10000741,No,41,Medium,No Fraud
TXN10000742,No,63,High,No Fraud
TXN10000743,No,51,Medium,No Fraud
TXN10000744,No,16,Low,No Fraud
TXN10000745,No,4,Low,No Fraud
TXN10000746,No,6,Low,No Fraud
TXN10000747,No,24,Low,No Fraud
TXN10000748,No,19,Low,No Fraud
TXN10000749,No,43,Medium,No Fraud
TXN10000750,No,51,Medium,No Fraud
TXN10000751,No,50,Medium,No Fraud
TXN10000752,No,64,High,No Fraud
TXN10000753,No,54,Medium,No Fraud
TXN10000754,No,21,Low,No Fraud
TXN10000755,No,31,Medium,No Fraud
TXN10000756,No,62,High,No Fraud
TXN10000757,No,6,Low,No Fraud
TXN10000758,No,15,Low,No Fraud
TXN10000759,No,63,High,No Fraud
TXN10000760,No,33,Medium,No Fraud
TXN10000761,No,49,Medium,No Fraud
TXN10000762,No,43,Medium,No Fraud
TXN10000763,No,53,Medium,No Fraud
TXN10000764,No,70,High,No Fraud
TXN10000765,No,35,Medium,No Fraud
TXN10000766,No,60,Medium,No Fraud
TXN10000767,No,2,Low,No Fraud
TXN10000768,No,72,High,No Fraud
TXN10000769,No,39,Medium,No Fraud
TXN10000770,No,78,High,No Fraud
TXN10000771,No,69,High,No Fraud
TXN10000772,No,75,High,No Fraud
TXN10000773,No,29,Low,No Fraud
TXN10000774,No,68,High,No Fraud
TXN10000775,No,49,Medium,No Fraud
TXN10000776,No,42,Medium,No Fraud
TXN10000777,No,34,Medium,No Fraud
TXN10000778,No,65,High,No Fraud
TXN10000779,No,18,Low,No Fraud
TXN10000780,No,21,Low,No Fraud
TXN10000781,Yes,63,High,Merchant Fraud
TXN10000782,No,35,Medium,No Fraud
TXN10000783,No,27,Low,No Fraud
TXN10000784,No,53,Medium,No Fraud
TXN10000785,No,55,Medium,No Fraud
TXN10000786,No,30,Low,No Fraud
TXN10000787,No,51,Medium,No Fraud
TXN10000788,No,13,Low,No Fraud
TXN10000789,No,58,Medium,No Fraud
TXN10000790,No,28,Low,No Fraud
TXN10000791,No,75,High,No Fraud
TXN10000792,No,69,High,No Fraud
TXN10000793,No,53,Medium,No Fraud
TXN10000794,No,61,High,No Fraud
TXN10000795,No,24,Low,No Fraud
TXN10000796,No,56,Medium,No Fraud
TXN10000797,No,57,Medium,No Fraud
TXN10000798,No,6,Low,No Fraud
TXN10000799,No,17,Low,No Fraud
TXN10000800,No,79,High,No Fraud
TXN10000801,No,65,High,No Fraud
TXN10000802,No,80,High,No Fraud
TXN10000803,No,62,High,No Fraud
TXN10000804,No,13,Low,No Fraud
TXN10000805,No,55,Medium,No Fraud
TXN10000806,No,14,Low,No Fraud
TXN10000807,No,63,High,No Fraud
TXN10000808,No,9,Low,No Fraud
TXN10000809,No,34,Medium,No Fraud
TXN10000810,No,57,Medium,No Fraud
TXN10000811,No,80,High,No Fraud
TXN10000812,No,36,Medium,No Fraud
TXN10000813,No,11,Low,No Fraud
TXN10000814,No,41,Medium,No Fraud
TXN10000815,No,4,Low,No Fraud
TXN10000816,No,80,High,No Fraud
TXN10000817,No,33,Medium,No Fraud
TXN10000818,No,24,Low,No Fraud
TXN10000819,No,69,High,No Fraud
TXN10000820,No,61,High,No Fraud
TXN10000821,No,68,High,No Fraud
TXN10000822,No,74,High,No Fraud
TXN10000823,No,31,Medium,No Fraud
TXN10000824,No,22,Low,No Fraud
TXN10000825,No,48,Medium,No Fraud
TXN10000826,No,38,Medium,No Fraud
TXN10000827,No,43,Medium,No Fraud
TXN10000828,No,68,High,No Fraud
TXN10000829,No,31,Medium,No Fraud
TXN10000830,No,21,Low,No Fraud
TXN10000831,No,59,Medium,No Fraud
TXN10000832,No,13,Low,No Fraud
TXN10000833,No,72,High,No Fraud
TXN10000834,No,71,High,No Fraud
TXN10000835,No,46,Medium,No Fraud
TXN10000836,No,63,High,No Fraud
TXN10000837,No,66,High,No Fraud
TXN10000838,No,55,Medium,No Fraud
TXN10000839,No,61,High,No Fraud
TXN10000840,No,60,Medium,No Fraud
TXN10000841,No,13,Low,No Fraud
TXN10000842,No,13,Low,No Fraud
TXN10000843,No,73,High,No Fraud
TXN10000844,No,80,High,No Fraud
TXN10000845,No,11,Low,No Fraud
TXN10000846,No,11,Low,No Fraud
TXN10000847,No,8,Low,No Fraud
TXN10000848,No,11,Low,No Fraud
TXN10000849,No,39,Medium,No Fraud
TXN10000850,No,26,Low,No Fraud
TXN10000851,No,59,Medium,No Fraud
TXN10000852,No,27,Low,No Fraud
TXN10000853,No,7,Low,No Fraud
TXN10000854,No,12,Low,No Fraud
TXN10000855,No,45,Medium,No Fraud
TXN10000856,No,51,Medium,No Fraud
TXN10000857,No,21,Low,No Fraud
TXN10000858,No,19,Low,No Fraud
TXN10000859,No,52,Medium,No Fraud
TXN10000860,No,34,Medium,No Fraud
TXN10000861,No,56,Medium,No Fraud
TXN10000862,No,5,Low,No Fraud
TXN10000863,No,10,Low,No Fraud
TXN10000864,No,65,High,No Fraud
TXN10000865,No,74,High,No Fraud
TXN10000866,No,43,Medium,No Fraud
TXN10000867,No,24,Low,No Fraud
TXN10000868,No,34,Medium,No Fraud
TXN10000869,No,22,Low,No Fraud
TXN10000870,No,3,Low,No Fraud
TXN10000871,No,9,Low,No Fraud
TXN10000872,No,65,High,No Fraud
TXN10000873,No,54,Medium,No Fraud
TXN10000874,No,70,High,No Fraud
TXN10000875,No,59,Medium,No Fraud
TXN10000876,No,76,High,No Fraud
TXN10000877,No,9,Low,No Fraud
TXN10000878,No,48,Medium,No Fraud
TXN10000879,No,30,Low,No Fraud
TXN10000880,No,22,Low,No Fraud
TXN10000881,No,61,High,No Fraud
TXN10000882,No,75,High,No Fraud
TXN10000883,No,2,Low,No Fraud
TXN10000884,No,23,Low,No Fraud
TXN10000885,No,46,Medium,No Fraud
TXN10000886,No,1,Low,No Fraud
TXN10000887,No,27,Low,No Fraud
TXN10000888,No,23,Low,No Fraud
TXN10000889,No,27,Low,No Fraud
TXN10000890,No,37,Medium,No Fraud
TXN10000891,No,64,High,No Fraud
TXN10000892,No,37,Medium,No Fraud
TXN10000893,No,30,Low,No Fraud
TXN10000894,No,74,High,No Fraud
TXN10000895,No,14,Low,No Fraud
TXN10000896,No,26,Low,No Fraud
TXN10000897,No,42,Medium,No Fraud
TXN10000898,No,80,High,No Fraud
TXN10000899,No,21,Low,No Fraud
TXN10000900,No,30,Low,No Fraud
TXN10000901,No,42,Medium,No Fraud
TXN10000902,No,44,Medium,No Fraud
TXN10000903,No,60,Medium,No Fraud
TXN10000904,No,69,High,No Fraud
TXN10000905,No,30,Low,No Fraud
TXN10000906,No,47,Medium,No Fraud
TXN10000907,No,75,High,No Fraud
TXN10000908,No,14,Low,No Fraud
TXN10000909,No,32,Medium,No Fraud
TXN10000910,No,43,Medium,No Fraud
TXN10000911,No,11,Low,No Fraud
TXN10000912,No,39,Medium,No Fraud
TXN10000913,No,63,High,No Fraud
TXN10000914,No,48,Medium,No Fraud
TXN10000915,No,64,High,No Fraud
TXN10000916,No,68,High,No Fraud
TXN10000917,No,46,Medium,No Fraud
TXN10000918,No,36,Medium,No Fraud
TXN10000919,No,39,Medium,No Fraud
TXN10000920,No,77,High,No Fraud
TXN10000921,No,62,High,No Fraud
TXN10000922,No,36,Medium,No Fraud
TXN10000923,No,72,High,No Fraud
TXN10000924,No,45,Medium,No Fraud
TXN10000925,No,46,Medium,No Fraud
TXN10000926,No,75,High,No Fraud
TXN10000927,No,62,High,No Fraud
TXN10000928,No,39,Medium,No Fraud
TXN10000929,No,53,Medium,No Fraud
TXN10000930,No,65,High,No Fraud
TXN10000931,No,25,Low,No Fraud
TXN10000932,No,1,Low,No Fraud
TXN10000933,No,34,Medium,No Fraud
TXN10000934,No,75,High,No Fraud
TXN10000935,No,47,Medium,No Fraud
TXN10000936,No,12,Low,No Fraud
TXN10000937,No,47,Medium,No Fraud
TXN10000938,No,79,High,No Fraud
TXN10000939,No,22,Low,No Fraud
TXN10000940,No,15,Low,No Fraud
TXN10000941,No,64,High,No Fraud
TXN10000942,No,34,Medium,No Fraud
TXN10000943,No,3,Low,No Fraud
TXN10000944,No,71,High,No Fraud
TXN10000945,No,71,High,No Fraud
TXN10000946,No,1,Low,No Fraud
TXN10000947,No,36,Medium,No Fraud
TXN10000948,No,63,High,No Fraud
TXN10000949,No,77,High,No Fraud
TXN10000950,No,7,Low,No Fraud
TXN10000951,No,73,High,No Fraud
TXN10000952,No,51,Medium,No Fraud
TXN10000953,No,75,High,No Fraud
TXN10000954,No,74,High,No Fraud
TXN10000955,No,75,High,No Fraud
TXN10000956,No,14,Low,No Fraud
TXN10000957,No,50,Medium,No Fraud
TXN10000958,No,58,Medium,No Fraud
TXN10000959,No,32,Medium,No Fraud
TXN10000960,No,65,High,No Fraud
TXN10000961,No,18,Low,No Fraud
TXN10000962,No,59,Medium,No Fraud
TXN10000963,No,51,Medium,No Fraud
TXN10000964,No,33,Medium,No Fraud
TXN10000965,No,5,Low,No Fraud
TXN10000966,No,73,High,No Fraud
TXN10000967,No,73,High,No Fraud
TXN10000968,No,15,Low,No Fraud
TXN10000969,No,31,Medium,No Fraud
TXN10000970,No,12,Low,No Fraud
TXN10000971,No,17,Low,No Fraud
TXN10000972,No,45,Medium,No Fraud
TXN10000973,No,7,Low,No Fraud
TXN10000974,No,74,High,No Fraud
TXN10000975,No,40,Medium,No Fraud
TXN10000976,No,40,Medium,No Fraud
TXN10000977,No,67,High,No Fraud
TXN10000978,No,22,Low,No Fraud
TXN10000979,No,1,Low,No Fraud
TXN10000980,No,58,Medium,No Fraud
TXN10000981,No,25,Low,No Fraud
TXN10000982,No,49,Medium,No Fraud
TXN10000983,No,69,High,No Fraud
TXN10000984,No,21,Low,No Fraud
TXN10000985,No,32,Medium,No Fraud
TXN10000986,No,12,Low,No Fraud
TXN10000987,No,59,Medium,No Fraud
TXN10000988,No,39,Medium,No Fraud
TXN10000989,No,36,Medium,No Fraud
TXN10000990,No,23,Low,No Fraud
TXN10000991,No,64,High,No Fraud
TXN10000992,No,31,Medium,No Fraud
TXN10000993,No,76,High,No Fraud
TXN10000994,No,28,Low,No Fraud
TXN10000995,No,39,Medium,No Fraud
TXN10000996,No,72,High,No Fraud
TXN10000997,No,13,Low,No Fraud
TXN10000998,No,70,High,No Fraud
TXN10000999,No,13,Low,No Fraud
TXN10001000,No,78,High,No Fraud
TXN10001001,No,48,Medium,No Fraud
TXN10001002,No,12,Low,No Fraud
TXN10001003,No,65,High,No Fraud
TXN10001004,No,13,Low,No Fraud
TXN10001005,No,79,High,No Fraud
TXN10001006,No,49,Medium,No Fraud
TXN10001007,No,15,Low,No Fraud
TXN10001008,No,48,Medium,No Fraud
TXN10001009,No,59,Medium,No Fraud
TXN10001010,No,7,Low,No Fraud
TXN10001011,No,53,Medium,No Fraud
TXN10001012,No,14,Low,No Fraud
TXN10001013,No,34,Medium,No Fraud
TXN10001014,No,38,Medium,No Fraud
TXN10001015,No,44,Medium,No Fraud
TXN10001016,No,76,High,No Fraud
TXN10001017,No,68,High,No Fraud
TXN10001018,No,38,Medium,No Fraud
TXN10001019,No,63,High,No Fraud
TXN10001020,No,72,High,No Fraud
TXN10001021,No,62,High,No Fraud
TXN10001022,No,23,Low,No Fraud
TXN10001023,No,50,Medium,No Fraud
TXN10001024,No,68,High,No Fraud
TXN10001025,No,27,Low,No Fraud
TXN10001026,No,18,Low,No Fraud
TXN10001027,No,61,High,No Fraud
TXN10001028,No,52,Medium,No Fraud
TXN10001029,No,49,Medium,No Fraud
TXN10001030,No,52,Medium,No Fraud
TXN10001031,No,43,Medium,No Fraud
TXN10001032,No,63,High,No Fraud
TXN10001033,No,26,Low,No Fraud
TXN10001034,No,41,Medium,No Fraud
TXN10001035,No,14,Low,No Fraud
TXN10001036,No,14,Low,No Fraud
TXN10001037,No,5,Low,No Fraud
TXN10001038,No,9,Low,No Fraud
TXN10001039,No,75,High,No Fraud
TXN10001040,No,12,Low,No Fraud
TXN10001041,No,1,Low,No Fraud
TXN10001042,No,61,High,No Fraud
TXN10001043,No,64,High,No Fraud
TXN10001044,No,45,Medium,No Fraud
TXN10001045,No,20,Low,No Fraud
TXN10001046,No,21,Low,No Fraud
TXN10001047,No,24,Low,No Fraud
TXN10001048,No,50,Medium,No Fraud
TXN10001049,No,8,Low,No Fraud
TXN10001050,No,57,Medium,No Fraud
TXN10001051,No,38,Medium,No Fraud
TXN10001052,No,11,Low,No Fraud
TXN10001053,No,57,Medium,No Fraud
TXN10001054,No,11,Low,No Fraud
TXN10001055,No,71,High,No Fraud
TXN10001056,No,56,Medium,No Fraud
TXN10001057,No,80,High,No Fraud
TXN10001058,No,42,Medium,No Fraud
TXN10001059,No,1,Low,No Fraud
TXN10001060,No,27,Low,No Fraud
TXN10001061,No,70,High,No Fraud
TXN10001062,No,77,High,No Fraud
TXN10001063,No,50,Medium,No Fraud
TXN10001064,No,57,Medium,No Fraud
TXN10001065,No,10,Low,No Fraud
TXN10001066,No,73,High,No Fraud
TXN10001067,No,64,High,No Fraud
TXN10001068,No,51,Medium,No Fraud
TXN10001069,No,59,Medium,No Fraud
TXN10001070,No,72,High,No Fraud
TXN10001071,No,77,High,No Fraud
TXN10001072,No,69,High,No Fraud
TXN10001073,No,47,Medium,No Fraud
TXN10001074,No,53,Medium,No Fraud
TXN10001075,No,76,High,No Fraud
TXN10001076,No,53,Medium,No Fraud
TXN10001077,No,33,Medium,No Fraud
TXN10001078,No,63,High,No Fraud
TXN10001079,No,15,Low,No Fraud
TXN10001080,No,79,High,No Fraud
TXN10001081,No,40,Medium,No Fraud
TXN10001082,No,59,Medium,No Fraud
TXN10001083,No,54,Medium,No Fraud
TXN10001084,No,60,Medium,No Fraud
TXN10001085,No,24,Low,No Fraud
TXN10001086,No,80,High,No Fraud
TXN10001087,No,64,High,No Fraud
TXN10001088,No,60,Medium,No Fraud
TXN10001089,No,18,Low,No Fraud
TXN10001090,No,47,Medium,No Fraud
TXN10001091,No,66,High,No Fraud
TXN10001092,No,11,Low,No Fraud
TXN10001093,No,65,High,No Fraud
TXN10001094,No,16,Low,No Fraud
TXN10001095,No,76,High,No Fraud
TXN10001096,Yes,71,High,Card Fraud
TXN10001097,No,42,Medium,No Fraud
TXN10001098,No,62,High,No Fraud
TXN10001099,No,29,Low,No Fraud
TXN10001100,No,76,High,No Fraud
TXN10001101,No,65,High,No Fraud
TXN10001102,No,14,Low,No Fraud
TXN10001103,No,26,Low,No Fraud
TXN10001104,No,64,High,No Fraud
TXN10001105,No,73,High,No Fraud
TXN10001106,No,11,Low,No Fraud
TXN10001107,No,7,Low,No Fraud
TXN10001108,No,4,Low,No Fraud
TXN10001109,No,55,Medium,No Fraud
TXN10001110,No,24,Low,No Fraud
TXN10001111,No,68,High,No Fraud
TXN10001112,No,24,Low,No Fraud
TXN10001113,No,10,Low,No Fraud
TXN10001114,No,13,Low,No Fraud
TXN10001115,No,52,Medium,No Fraud
TXN10001116,No,33,Medium,No Fraud
TXN10001117,Yes,66,High,Identity Fraud
TXN10001118,No,64,High,No Fraud
TXN10001119,No,42,Medium,No Fraud
TXN10001120,No,3,Low,No Fraud
TXN10001121,No,31,Medium,No Fraud
TXN10001122,No,13,Low,No Fraud
TXN10001123,No,53,Medium,No Fraud
TXN10001124,No,27,Low,No Fraud
TXN10001125,No,51,Medium,No Fraud
TXN10001126,No,69,High,No Fraud
TXN10001127,No,73,High,No Fraud
TXN10001128,No,52,Medium,No Fraud
TXN10001129,No,2,Low,No Fraud
TXN10001130,No,80,High,No Fraud
TXN10001131,No,62,High,No Fraud
TXN10001132,No,2,Low,No Fraud
TXN10001133,No,73,High,No Fraud
TXN10001134,No,56,Medium,No Fraud
TXN10001135,No,59,Medium,No Fraud
TXN10001136,No,17,Low,No Fraud
TXN10001137,No,51,Medium,No Fraud
TXN10001138,No,36,Medium,No Fraud
TXN10001139,No,27,Low,No Fraud
TXN10001140,No,31,Medium,No Fraud
TXN10001141,No,67,High,No Fraud
TXN10001142,No,30,Low,No Fraud
TXN10001143,No,77,High,No Fraud
TXN10001144,No,70,High,No Fraud
TXN10001145,No,79,High,No Fraud
TXN10001146,No,6,Low,No Fraud
TXN10001147,No,23,Low,No Fraud
TXN10001148,No,25,Low,No Fraud
TXN10001149,No,57,Medium,No Fraud
TXN10001150,No,50,Medium,No Fraud
TXN10001151,No,61,High,No Fraud
TXN10001152,No,48,Medium,No Fraud
TXN10001153,No,12,Low,No Fraud
TXN10001154,No,34,Medium,No Fraud
TXN10001155,No,64,High,No Fraud
TXN10001156,No,50,Medium,No Fraud
TXN10001157,No,57,Medium,No Fraud
TXN10001158,No,78,High,No Fraud
TXN10001159,No,48,Medium,No Fraud
TXN10001160,No,80,High,No Fraud
TXN10001161,No,41,Medium,No Fraud
TXN10001162,No,10,Low,No Fraud
TXN10001163,No,14,Low,No Fraud
TXN10001164,No,76,High,No Fraud
TXN10001165,No,30,Low,No Fraud
TXN10001166,No,54,Medium,No Fraud
TXN10001167,No,68,High,No Fraud
TXN10001168,No,11,Low,No Fraud
TXN10001169,No,39,Medium,No Fraud
TXN10001170,No,37,Medium,No Fraud
TXN10001171,No,44,Medium,No Fraud
TXN10001172,No,33,Medium,No Fraud
TXN10001173,No,61,High,No Fraud
TXN10001174,No,65,High,No Fraud
TXN10001175,No,4,Low,No Fraud
TXN10001176,No,66,High,No Fraud
TXN10001177,No,22,Low,No Fraud
TXN10001178,No,39,Medium,No Fraud
TXN10001179,No,69,High,No Fraud
TXN10001180,No,51,Medium,No Fraud
TXN10001181,No,23,Low,No Fraud
TXN10001182,No,26,Low,No Fraud
TXN10001183,No,52,Medium,No Fraud
TXN10001184,No,28,Low,No Fraud
TXN10001185,No,27,Low,No Fraud
TXN10001186,No,2,Low,No Fraud
TXN10001187,No,73,High,No Fraud
TXN10001188,No,14,Low,No Fraud
TXN10001189,No,61,High,No Fraud
TXN10001190,No,7,Low,No Fraud
TXN10001191,No,11,Low,No Fraud
TXN10001192,No,68,High,No Fraud
TXN10001193,No,75,High,No Fraud
TXN10001194,No,29,Low,No Fraud
TXN10001195,No,68,High,No Fraud
TXN10001196,No,29,Low,No Fraud
TXN10001197,No,58,Medium,No Fraud
TXN10001198,No,60,Medium,No Fraud
TXN10001199,No,56,Medium,No Fraud
TXN10001200,No,51,Medium,No Fraud
TXN10001201,No,65,High,No Fraud
TXN10001202,No,66,High,No Fraud
TXN10001203,No,67,High,No Fraud
TXN10001204,No,20,Low,No Fraud
TXN10001205,No,44,Medium,No Fraud
TXN10001206,No,31,Medium,No Fraud
TXN10001207,No,4,Low,No Fraud
TXN10001208,No,67,High,No Fraud
TXN10001209,No,34,Medium,No Fraud
TXN10001210,Yes,93,Critical,UPI Fraud
TXN10001211,No,17,Low,No Fraud
TXN10001212,No,59,Medium,No Fraud
TXN10001213,No,34,Medium,No Fraud
TXN10001214,No,68,High,No Fraud
TXN10001215,No,49,Medium,No Fraud
TXN10001216,No,1,Low,No Fraud
TXN10001217,No,28,Low,No Fraud
TXN10001218,No,76,High,No Fraud
TXN10001219,No,9,Low,No Fraud
TXN10001220,No,77,High,No Fraud
TXN10001221,No,3,Low,No Fraud
TXN10001222,No,35,Medium,No Fraud
TXN10001223,No,57,Medium,No Fraud
TXN10001224,No,69,High,No Fraud
TXN10001225,No,60,Medium,No Fraud
TXN10001226,No,45,Medium,No Fraud
TXN10001227,No,32,Medium,No Fraud
TXN10001228,No,8,Low,No Fraud
TXN10001229,No,40,Medium,No Fraud
TXN10001230,No,11,Low,No Fraud
TXN10001231,No,42,Medium,No Fraud
TXN10001232,No,31,Medium,No Fraud
TXN10001233,No,13,Low,No Fraud
TXN10001234,No,63,High,No Fraud
TXN10001235,No,72,High,No Fraud
TXN10001236,No,64,High,No Fraud
TXN10001237,No,19,Low,No Fraud
TXN10001238,No,62,High,No Fraud
TXN10001239,No,39,Medium,No Fraud
TXN10001240,No,4,Low,No Fraud
TXN10001241,No,37,Medium,No Fraud
TXN10001242,No,1,Low,No Fraud
TXN10001243,No,42,Medium,No Fraud
TXN10001244,No,20,Low,No Fraud
TXN10001245,No,76,High,No Fraud
TXN10001246,No,79,High,No Fraud
TXN10001247,No,67,High,No Fraud
TXN10001248,No,62,High,No Fraud
TXN10001249,No,50,Medium,No Fraud
TXN10001250,No,71,High,No Fraud
TXN10001251,No,7,Low,No Fraud
TXN10001252,No,53,Medium,No Fraud
TXN10001253,No,37,Medium,No Fraud
TXN10001254,No,49,Medium,No Fraud
TXN10001255,No,17,Low,No Fraud
TXN10001256,No,48,Medium,No Fraud
TXN10001257,No,29,Low,No Fraud
TXN10001258,No,45,Medium,No Fraud
TXN10001259,No,33,Medium,No Fraud
TXN10001260,No,71,High,No Fraud
TXN10001261,No,27,Low,No Fraud
TXN10001262,No,39,Medium,No Fraud
TXN10001263,No,12,Low,No Fraud
TXN10001264,No,49,Medium,No Fraud
TXN10001265,No,9,Low,No Fraud
TXN10001266,No,60,Medium,No Fraud
TXN10001267,No,67,High,No Fraud
TXN10001268,No,67,High,No Fraud
TXN10001269,No,56,Medium,No Fraud
TXN10001270,No,40,Medium,No Fraud
TXN10001271,No,66,High,No Fraud
TXN10001272,No,80,High,No Fraud
TXN10001273,No,71,High,No Fraud
TXN10001274,No,54,Medium,No Fraud
TXN10001275,No,14,Low,No Fraud
TXN10001276,No,52,Medium,No Fraud
TXN10001277,No,64,High,No Fraud
TXN10001278,No,78,High,No Fraud
TXN10001279,No,45,Medium,No Fraud
TXN10001280,No,31,Medium,No Fraud
TXN10001281,No,49,Medium,No Fraud
TXN10001282,No,69,High,No Fraud
TXN10001283,No,69,High,No Fraud
TXN10001284,No,27,Low,No Fraud
TXN10001285,No,45,Medium,No Fraud
TXN10001286,No,69,High,No Fraud
TXN10001287,No,43,Medium,No Fraud
TXN10001288,No,30,Low,No Fraud
TXN10001289,No,74,High,No Fraud
TXN10001290,No,29,Low,No Fraud
TXN10001291,No,31,Medium,No Fraud
TXN10001292,No,63,High,No Fraud
TXN10001293,No,15,Low,No Fraud
TXN10001294,No,57,Medium,No Fraud
TXN10001295,No,67,High,No Fraud
TXN10001296,No,41,Medium,No Fraud
TXN10001297,No,61,High,No Fraud
TXN10001298,No,3,Low,No Fraud
TXN10001299,No,18,Low,No Fraud
TXN10001300,No,7,Low,No Fraud
TXN10001301,No,48,Medium,No Fraud
TXN10001302,No,40,Medium,No Fraud
TXN10001303,No,59,Medium,No Fraud
TXN10001304,No,63,High,No Fraud
TXN10001305,No,17,Low,No Fraud
TXN10001306,No,55,Medium,No Fraud
TXN10001307,No,46,Medium,No Fraud
TXN10001308,No,33,Medium,No Fraud
TXN10001309,No,26,Low,No Fraud
TXN10001310,No,43,Medium,No Fraud
TXN10001311,No,65,High,No Fraud
TXN10001312,No,58,Medium,No Fraud
TXN10001313,No,19,Low,No Fraud
TXN10001314,No,65,High,No Fraud
TXN10001315,No,20,Low,No Fraud
TXN10001316,No,16,Low,No Fraud
TXN10001317,No,7,Low,No Fraud
TXN10001318,No,28,Low,No Fraud
TXN10001319,No,46,Medium,No Fraud
TXN10001320,No,73,High,No Fraud
TXN10001321,No,70,High,No Fraud
TXN10001322,No,58,Medium,No Fraud
TXN10001323,No,14,Low,No Fraud
TXN10001324,No,29,Low,No Fraud
TXN10001325,No,38,Medium,No Fraud
TXN10001326,No,69,High,No Fraud
TXN10001327,No,24,Low,No Fraud
TXN10001328,No,15,Low,No Fraud
TXN10001329,No,48,Medium,No Fraud
TXN10001330,No,37,Medium,No Fraud
TXN10001331,No,5,Low,No Fraud
TXN10001332,No,24,Low,No Fraud
TXN10001333,No,22,Low,No Fraud
TXN10001334,No,46,Medium,No Fraud
TXN10001335,No,12,Low,No Fraud
TXN10001336,No,65,High,No Fraud
TXN10001337,No,67,High,No Fraud
TXN10001338,No,70,High,No Fraud
TXN10001339,No,72,High,No Fraud
TXN10001340,No,16,Low,No Fraud
TXN10001341,No,12,Low,No Fraud
TXN10001342,No,51,Medium,No Fraud
TXN10001343,No,32,Medium,No Fraud
TXN10001344,No,34,Medium,No Fraud
TXN10001345,No,10,Low,No Fraud
TXN10001346,No,48,Medium,No Fraud
TXN10001347,No,26,Low,No Fraud
TXN10001348,No,65,High,No Fraud
